Artist,Title,Key,BPM,Genre
Theus Mago,Monte Domani,A min,120,Indie Dance / Nu Disco
Avidus,Engarde,E min,115,Indie Dance / Nu Disco
Moscoman,Space Comfort,C maj,123,Indie Dance / Nu Disco
Mousse T.,Broken Blues,D min,124,Indie Dance / Nu Disco
Jive Talk,Tonight,C min,120,Indie Dance / Nu Disco
Palms Trax,To Paradise,A♯ maj,126,Indie Dance / Nu Disco
Hammer,L'orange,D♯ maj,124,Indie Dance / Nu Disco
RUFUS DU SOL,Treat You Better,C min,122,Indie Dance / Nu Disco
DJ T.,Istanbul,B maj,122,Indie Dance / Nu Disco
Metro Area,Miura,D maj,123,Indie Dance / Nu Disco
Moloko,Sing It Back,E♭ min,123,Indie Dance / Nu Disco
Djedjotronic,Are Friends Electric feat. Lokier,B min,120,Indie Dance / Nu Disco
Cooper Saver,The Search feat. Indra Dunis,C min,125,Indie Dance / Nu Disco
Melkeveien,Thirst Issues,A min,120,Indie Dance / Nu Disco
Ivory (IT),Swimming In Us,A maj,120,Indie Dance / Nu Disco
Shakedown,At Night,F maj,127,Indie Dance / Nu Disco
Yuksek,Icare,B♭ maj,118,Indie Dance / Nu Disco
Theus Mago,Bum Bum Bum,F♯ min,116,Indie Dance / Nu Disco
James Curd,Fade Away,F min,122,Indie Dance / Nu Disco
Djedjotronic,Are Friends Electric feat. Lokier,B maj,111,Indie Dance / Nu Disco
Boot Slap,State Of Freaks,D min,124,Indie Dance / Nu Disco
Showtek,Listen To Your Momma Feat. Leon Sherman,B maj,125,Indie Dance / Nu Disco
Giorgio Moroder,From Here to Eternity,F maj,125,Indie Dance / Nu Disco
CamelPhat,Breathe,A min,125,Progressive House
CamelPhat,Breathe,A min,125,Progressive House
Guy J,Cicada,A maj,120,Progressive House
CASSIMM,Dances with Wolves,G maj,124,Progressive House
Sebastien Leger,Lanarka,D♯ maj,122,Progressive House
Paul Thomas,Vyote,D min,124,Progressive House
Aneesh Gera,Solace,F maj,124,Progressive House
Guy J,Synthopia,D maj,123,Progressive House
Dmitry Molosh,Ambition,D♯ maj,121,Progressive House
BLR,Méduse,F maj,123,Progressive House
Alex O'Rion,Timeless,B maj,120,Progressive House
Mike Griego,Decoy,A min,123,Progressive House
Dabeat,Izar,A min,123,Progressive House
Joep Mencke,Asiri,E min,122,Progressive House
Citizen Kain,Arcadia,D min,123,Progressive House
Citizen Kain,Arcadia,D maj,125,Progressive House
Quivver,2 Shadows,C♯ min,124,Progressive House
Pete K,Nova,F maj,126,Progressive House
D-Nox,Pangea,A maj,123,Progressive House
NekliFF,Marrakesh,D♯ maj,121,Progressive House
Avoure,Aura,C♯ min,123,Progressive House
Brigado Crew,Anwar,D♯ maj,123,Progressive House
Darin Epsilon,Golden Triangle,F maj,122,Progressive House
GMJ,Aeons,G♯ maj,120,Progressive House
Marcus Meinhardt,Night Train,G min,123,Progressive House
Dave Seaman,Repeat Offender,C min,122,Progressive House
Virtual Self,Ghost Voices,D maj,123,Progressive House
Diana Miro,Inside feat. Diana Miro,C♯ min,124,Progressive House
Rick Pier O'Neil,Another Side,B maj,123,Progressive House
The Stupid Experts,Anomaly,G min,124,Progressive House
DJ Josh Blackwell,Acidarab,A maj,122,Progressive House
Stan Kolev,Inscape,G min,124,Progressive House
Quivver,2 Shadows,C♯ min,124,Progressive House
Matan Caspi,Eidothea,F♯ min,122,Progressive House
Mike Griego,Forgotten Ninja,C♯ min,123,Progressive House
Nick Hayes,Metrolink,B min,126,Progressive House
Avasono,Riells,G♯ maj,122,Progressive House
Space Motion,Epic,B♭ maj,125,Progressive House
Rick Pier O'Neil,Another Side,B min,123,Progressive House
IKARIUS,Time,C maj,124,Progressive House
fran&co,Symphony From Outer Space,D min,123,Progressive House
Paul Woolford,Hang Up Your Hang Ups (The Only One) [feat. Kim English],E min,125,Progressive House
Framewerk,Is This Now,F maj,123,Progressive House
Darin Epsilon,Jormungandr,A♯ maj,122,Progressive House
Fluente,Daydreaming,D maj,123,Progressive House
Sandrino,Acamar,A min,120,Progressive House
Motel Sazani,E Ke Keq Aty,D maj,122,Progressive House
Sebastian Sellares,Epiphany in the Woods,G maj,122,Progressive House
Ezequiel Arias,Babel,A maj,123,Progressive House
Framewerk,Losing My Mind,F maj,123,Progressive House
Javier Gonzalez,Butterflies In My Chest,A min,124,Progressive House
Th;en,ViO,D min,123,Progressive House
Formel,Unawatuna,G♯ maj,124,Progressive House
Paul Thomas,Allegro,C maj,122,Progressive House
Stan Kolev,Nu Moon,B maj,123,Progressive House
Alex O'Rion,Control,D♯ min,122,Progressive House
D-Formation,Beluga,D maj,123,Progressive House
D-Nox,Black Table,A min,125,Progressive House
Cid Inc.,Via Karelia,A min,123,Progressive House
Applescal,Saints,F♯ maj,123,Progressive House
Zac,Veneno,G min,125,Progressive House
Kenan Savrun,Medieval,D min,122,Progressive House
PROFF,For The Last Time,F♯ min,122,Progressive House
Betoko,Trittonia,C maj,122,Progressive House
PQM,The Flying Song,G maj,122,Progressive House
fran&co,Visor,C♯ maj,121,Progressive House
Lexer,Assembly,A min,122,Progressive House
Senses Of Mind,Spirits of Africa,B min,120,Progressive House
Golan Zocher,The Element,D min,123,Progressive House
Juan Deminicis,Life on the Moon,G maj,125,Progressive House
GlowPlan,Stars,A maj,120,Progressive House
Guy Mantzur,Tremolo Man,D maj,120,Progressive House
Ben Bohmer,After Earth,C maj,123,Progressive House
Eric Prydz,Pjanoo,G min,126,Progressive House
Paul Sawyer,I'll Be Here,A♯ maj,123,Progressive House
Nasser Tawfik,Elevate,G min,124,Progressive House
Matt Fax,Universal,C min,125,Progressive House
Tinj,Erybdy,A maj,121,Progressive House
Analog Jungs,Magic Arp,F♯ min,123,Progressive House
DNYO,Flare,E min,122,Progressive House
Fuenka,Kosmic,G min,123,Progressive House
Darin Epsilon,Anamorphosis,C min,122,Progressive House
Budakid,A Molton Arrow,C min,123,Progressive House
Stan Kolev,Selcouth,F♯ min,123,Progressive House
Dabeat,Implant,A maj,122,Progressive House
Beckers,Polyacid,G maj,123,Progressive House
Juliane Wolf,Nada Brahma,B maj,120,Progressive House
Nachap,Loom,C maj,122,Progressive House
Tebra,Bol,A♯ maj,119,Progressive House
Mariano Mellino,Val Haunter,A min,122,Progressive House
Th;en,Perikon,A♯ min,122,Progressive House
Capa (Official),Fragments,D min,125,Progressive House
Heinrich & Heine,Nanobot,D maj,124,Progressive House
Danito & Athina,Listen,G♯ min,122,Progressive House
Stas Drive,Getaria,B maj,124,Progressive House
Cid Inc.,Turning Pages,F maj,122,Progressive House
Matias Vila,Ahora,E min,122,Progressive House
Dmitry Molosh,Sacra,G maj,122,Progressive House
Guy J,Airborne,D maj,123,Progressive House
Michael A,Clockwise,E min,122,Progressive House
Killerwatts,Fractals,F♯ maj,146,Psy-Trance
Protonica,Gravity,G maj,138,Psy-Trance
Simon Patterson,We'll See,A♯ min,93,Psy-Trance
Electric Universe,Harmonic Nature,A maj,145,Psy-Trance
Mekkanikka,Crunch Bunny,F maj,146,Psy-Trance
Ace Ventura,We Dream,A♯ maj,142,Psy-Trance
Vini Vici,Karma,E min,138,Psy-Trance
Aioaska,Energetic Connection,E maj,140,Psy-Trance
Pablo Anon,Spiritual Tenant,E min,140,Psy-Trance
Brainiac,Future X,G min,145,Psy-Trance
Ticon,Polygon,F maj,138,Psy-Trance
Spectra Sonics,Planet Species,G♯ maj,146,Psy-Trance
Modual,Ergot,E maj,145,Psy-Trance
Coming Soon!!!,Frequency,D♯ min,140,Psy-Trance
Hypnocoustics,Music Is The Heart,A♯ maj,144,Psy-Trance
Xerox,Simulation Of Madness,F♯ maj,145,Psy-Trance
Blastoyz,Kabalah,E min,138,Psy-Trance
Ghost Rider,Majesty,D maj,138,Psy-Trance
Hallucinogen,Gamma Goblins,D min,145,Psy-Trance
Manmachine,Environ,D min,144,Psy-Trance
Illumination,Falafel Face,D maj,146,Psy-Trance
Space Tribe,Psycho Logistics,F maj,147,Psy-Trance
Gaudium,Fragments of Insanity,D♯ min,138,Psy-Trance
Neelix,Mosquito,F♯ min,140,Psy-Trance
Illumination,Polygrams,D♯ maj,146,Psy-Trance
Flegma,Mirror Universe,G maj,140,Psy-Trance
Sonic Species,The Real Heal,G♯ maj,142,Psy-Trance
Armin van Buuren,Great Spirit feat. Hilight Tribe,E maj,86,Psy-Trance
Laughing Buddha,Ultra Space,F maj,146,Psy-Trance
Sonic Entity,Energy Follows Thought,D♯ min,140,Psy-Trance
Mindbenderz,Human Form,G♯ min,142,Psy-Trance
Audiotec,Hallucinations,F♯ min,142,Psy-Trance
Astrix,Artcore,B min,142,Psy-Trance
Naturalize,Funky Baba,A min,140,Psy-Trance
Lunatica,Radio Technology,G♯ maj,145,Psy-Trance
Yahel,Electro Panic,C maj,140,Psy-Trance
Electric Universe,Dragonfly,G♯ maj,144,Psy-Trance
Dual Vision,Mighty Jungle,G♯ maj,140,Psy-Trance
Illumination,Be Laser,G min,147,Psy-Trance
Digital Mode,The Story,D♯ maj,145,Psy-Trance
Ritmo,At the Beginning,A maj,138,Psy-Trance
Sagi Abitbul,Yumba,F min,138,Psy-Trance
Xerox,The Invisibles,D♯ min,146,Psy-Trance
Jacob,Frenzy,A♯ min,142,Psy-Trance
Manmachine,Controlled Hallucination,D♯ maj,144,Psy-Trance
Radikal Moodz,Animated Grains,G maj,147,Psy-Trance
Transient Disorder,Manipulation of Time,F maj,146,Psy-Trance
Becker,DMT,F♯ maj,145,Psy-Trance
Phanatic,Free Fall,D♯ min,138,Psy-Trance
Hypnoise,Pretty High,G maj,145,Psy-Trance
Zen Mechanics,Solarians,F maj,138,Psy-Trance
Faders,Aura,E maj,145,Psy-Trance
SHIVAX,Funk You,A♯ maj,145,Psy-Trance
Mondero,Spinball,E maj,140,Psy-Trance
Bliss,Boyz Make Too Much Noize,G♯ min,142,Psy-Trance
Spectra Sonics,Another Module,F maj,147,Psy-Trance
Earthling,Out Of This World,G maj,145,Psy-Trance
SUN (GR),Abyss,G maj,142,Psy-Trance
Wood Warden,Speachless,F♯ min,99,Psy-Trance
Cosmic Flow,Speed of Light,G min,140,Psy-Trance
Tropical Bleyage,Nine,D♯ min,145,Psy-Trance
Sideform,Magnetic Field,A min,140,Psy-Trance
Avalon,Universal,A♯ maj,144,Psy-Trance
Liquid Ace,Neurochemistry,G maj,140,Psy-Trance
Gaudium,Don't Lose Ur Mind,F♯ min,139,Psy-Trance
Armin van Buuren,United feat. Zafrir,D♭ min,138,Psy-Trance
Astrix,Sahara,A♭ min,107,Psy-Trance
Impulser,Inside Your Mind,A min,142,Psy-Trance
Hujaboy,Unreal,G♯ maj,145,Psy-Trance
Alchimyst,Moments,F maj,140,Psy-Trance
Major7,Superman,F min,138,Psy-Trance
Audio Core,Busy Style,F maj,142,Psy-Trance
Laughing Buddha,Into The Universe,G min,145,Psy-Trance
Divination,Sourcecodes of Reality,D min,142,Psy-Trance
Lunatica,Trance Forms,A maj,145,Psy-Trance
Berg,Sharp,E min,140,Psy-Trance
California Sunshine,Summer 89,F maj,143,Psy-Trance
Modus,Affected,A min,145,Psy-Trance
Ranji,Away,D min,140,Psy-Trance
Timelock,Children of Earth,E min,138,Psy-Trance
Protoculture,Break Out,A maj,142,Psy-Trance
SOME1,Awake,F♯ maj,142,Psy-Trance
Off Limits,Mirage,D♯ min,138,Psy-Trance
Space Travellers,Gravitational Distortion,D♯ maj,145,Psy-Trance
Vertical,Fresh Frontiers,F maj,145,Psy-Trance
Kalki,Japan,A min,138,Psy-Trance
Tristate,Broken Symmetry,D maj,140,Psy-Trance
Zarma,Abduction,F maj,146,Psy-Trance
Mad Maxx,Ganesha Namaha,F♯ maj,142,Psy-Trance
Vertical Mode,Inside Your Head,A maj,140,Psy-Trance
Simon Patterson,Rotavator,D♯ min,142,Psy-Trance
Magik,Organised Time,F maj,144,Psy-Trance
Zanon,MoonWorld,F maj,138,Psy-Trance
Phaxe,Leyenda,A min,138,Psy-Trance
Burn In Noise,Time & Space,B♭ maj,146,Psy-Trance
Serenity Flux,Autopilot,A maj,138,Psy-Trance
SUN (GR),Chasing Horizons,B min,142,Psy-Trance
MODERN8,Musica,F♯ maj,140,Psy-Trance
Arkadia,Sound of Goa,C maj,142,Psy-Trance
Shenanigan,The Doppler Effect,F♯ min,99,Psy-Trance
Wiley,Boasty (feat. Idris Elba),A♯ maj,103,Reggae / Dancehall / Dub
Sam Binga,Vandilero,D min,87,Reggae / Dancehall / Dub
Mc Fioti,Panda Pon,D min,115,Reggae / Dancehall / Dub
Rider Shafique,Organic,C♯ min,88,Reggae / Dancehall / Dub
Manudigital,Only Just Begun feat. Joseph Cotton,E min,93,Reggae / Dancehall / Dub
Shy FX,Real No More,D♭ min,85,Drum & Bass
Skarra Mucci,Killing Sound,F♯ min,94,Reggae / Dancehall / Dub
Numa Crew,Helicopter Dub,G maj,140,Reggae / Dancehall / Dub
Shy FX,Bye Bye Bye (feat. Jvck James and Chronixx),C♯ min,158,Reggae / Dancehall / Dub
Mungo's Hi Fi,Babylon Raid feat. Max Romeo,F maj,140,Reggae / Dancehall / Dub
Blackout Ja,Jump Up Now,F♯ min,97,Reggae / Dancehall / Dub
Lord Echo,Thinking of You,B♭ maj,97,Reggae / Dancehall / Dub
Xenology,Shake That Culo feat. Ma-Less,A min,108,Reggae / Dancehall / Dub
Val Bennett,The Russians Are Coming,C min,80,Reggae / Dancehall / Dub
Bcaizm,Dance Con Calma,G♯ min,105,Reggae / Dancehall / Dub
MR.CHI,Dancehall Party feat. Leftside,F maj,105,Reggae / Dancehall / Dub
ETC!ETC!,Curiosidad feat. Godwonder,D♯ min,108,Reggae / Dancehall / Dub
El Fata,Rub a Dub Soldiers (feat. El Fata),C min,84,Reggae / Dancehall / Dub
DJ Vadim,Heart Attack feat. Lasai,A maj,90,Reggae / Dancehall / Dub
Richie Loop,Back Shat,D♯ maj,100,Reggae / Dancehall / Dub
Ash,Bella Ciao,E min,110,Reggae / Dancehall / Dub
the Kemist,Rumors feat. Alx Veliz and Konshens,A maj,105,Reggae / Dancehall / Dub
Jagö,Bubblin' (feat. Natty Campbell & Jago),F maj,84,Reggae / Dancehall / Dub
DJ Daddy Mad,"En pliss feat. Mister Ramsy, Laïly.Off",B min,100,Reggae / Dancehall / Dub
NXTFRDAY,Friend Shield,F♯ min,99,Reggae / Dancehall / Dub
The Quantic Soul Orchestra,Pushing On,B maj,120,Reggae / Dancehall / Dub
Ago,Chatterbox,G min,140,Reggae / Dancehall / Dub
Blundetto,Slow Dance,C♯ min,114,Reggae / Dancehall / Dub
Koffee,Toast,A♯ min,100,Reggae / Dancehall / Dub
Jura Soundsystem,Udaberri Blues,B♭ maj,100,Reggae / Dancehall / Dub
JSTJR,Tiguere (feat. Jenn Morel),A♭ min,106,Reggae / Dancehall / Dub
Ward 21,Og Kush,F maj,88,Reggae / Dancehall / Dub
Top Cat,Request the Style,B min,140,Reggae / Dancehall / Dub
Heykal,Good,A♯ min,96,Reggae / Dancehall / Dub
ETC!ETC!,Kill 'Em With the Wine feat. Mr. Shammi,D min,100,Reggae / Dancehall / Dub
ETC!ETC!,Ponmelo feat. Joelii,E min,100,Reggae / Dancehall / Dub
Damian Lazarus,Feedback Loop,G♯ min,92,Reggae / Dancehall / Dub
Keturah Gamba,Wine Up,B maj,100,Reggae / Dancehall / Dub
Jerrih,"Mek Noise feat. Yaksta, Erinski",A min,95,Reggae / Dancehall / Dub
Slim Kofi,Dancehall God,F min,100,Reggae / Dancehall / Dub
Haesen,Rude Boy feat. Jackson,F♯ min,100,Reggae / Dancehall / Dub
Manudigital,Strictly That Style feat. Dapatch,G maj,80,Reggae / Dancehall / Dub
Lady Ice,I'm the One (feat. Lady Ice),A min,106,Reggae / Dancehall / Dub
Koffee,Rapture,F min,101,Reggae / Dancehall / Dub
DJ Moiz,Shake It feat. Linkhan,F♯ min,105,Reggae / Dancehall / Dub
JR Kenna,Bubble It,F♯ min,100,Reggae / Dancehall / Dub
Ghost Writerz,"Nah Join feat. RTKal, Serocee, Jago, Kosher and G.O.L.D",A maj,86,Reggae / Dancehall / Dub
Dubmatix,Live Up,E♭ maj,78,Reggae / Dancehall / Dub
Walshy Fire,Yeah Yeah feat. Doktor,A♭ maj,105,Reggae / Dancehall / Dub
Trilion,No Nicotine feat. General G,A♭ min,95,Reggae / Dancehall / Dub
Dem Vee,Di Gyal,D min,104,Reggae / Dancehall / Dub
Massive D,Crick It feat. Skydah,A min,110,Reggae / Dancehall / Dub
DJ Vadim,Nuff Years feat. Ras Demo,G maj,84,Reggae / Dancehall / Dub
Tribal Kush,"Call the Police feat. Blaiz Fayah, Richie Loop",C maj,99,Reggae / Dancehall / Dub
Sizzla,Hurtin' Me,C maj,102,Reggae / Dancehall / Dub
Chinese Man,Blah!,A♭ min,78,Reggae / Dancehall / Dub
Shano,Drop Di Ship,F min,105,Reggae / Dancehall / Dub
Jinx In Dub,You Got The Dub,E♭ min,117,Reggae / Dancehall / Dub
the Kemist,Mayhem feat. Nyanda,G min,77,Reggae / Dancehall / Dub
Richie Loop,Way Up feat. Tribal Kush,F min,75,Reggae / Dancehall / Dub
Shanique Marie,Jump! feat. Shanique Marie feat. Bobby Blackbird feat. Time Cow feat. Gavsborg,E♭ maj,150,Reggae / Dancehall / Dub
Dynamite,Brave,E♭ min,125,Reggae / Dancehall / Dub
Hitmakerchinx,Black Dalia,G maj,137,Reggae / Dancehall / Dub
DJ Maars,Can I Get Wit Ya,G maj,105,Reggae / Dancehall / Dub
DJ Vadim,Reggae Gymnastics,A♭ maj,164,Reggae / Dancehall / Dub
Lee Alfred,Rockin? Poppin? Full Tilting,F min,128,Reggae / Dancehall / Dub
Bob Marley,Sun Is Shining (Funkstar De Luxe Extended Club Mix),G maj,130,Reggae / Dancehall / Dub
General Levy,Champagne Body,C maj,98,Reggae / Dancehall / Dub
Fat Freddy's Drop,Cay's Crays,B min,70,Reggae / Dancehall / Dub
Rhythm & Sound,No Partial,B♭ min,77,Reggae / Dancehall / Dub
Super Cat,Ghetto Red Hot,G maj,98,Reggae / Dancehall / Dub
Mystical Warrior,The Journey,B min,127,Reggae / Dancehall / Dub
Heykal,Sucii Riddim,B maj,92,Reggae / Dancehall / Dub
Queen Ifrica,Fyah Daughter,G min,146,Reggae / Dancehall / Dub
NO VACNCY,Body Is a Weapon,E min,90,Reggae / Dancehall / Dub
Puezee,Bask in It,F min,101,Reggae / Dancehall / Dub
Damian Lazarus,Feedback Loop,G♯ min,92,Reggae / Dancehall / Dub
The Wixard,"Party Shot feat. Chavez, CEZR and Rajahei",F♯ min,110,Reggae / Dancehall / Dub
Serwed,Radiant,F maj,123,Reggae / Dancehall / Dub
Sub Alpine,Rub a Dub Version,F maj,84,Reggae / Dancehall / Dub
Cornell Campbell,You're Not Good,A♯ min,74,Reggae / Dancehall / Dub
SoulFiya,Bush Doctor  (feat. El Dusty & Clips x Ahoy),A min,151,Reggae / Dancehall / Dub
Merlyn Brooks,You'll Never Need Somebody,A maj,96,Reggae / Dancehall / Dub
Terry Ganzie,Heavy Like Lead,A min,188,Reggae / Dancehall / Dub
Simeon,Chica,A♯ min,100,Reggae / Dancehall / Dub
Stalawa,Ukiangalia feat. Nazizi,A maj,166,Reggae / Dancehall / Dub
Stalawa,Traitor Dub,A♯ min,140,Reggae / Dancehall / Dub
Stalawa,Traitor feat. Blessed San,A♯ min,140,Reggae / Dancehall / Dub
Blair Mercer,Take Me Away feat. Bils,G♯ min,129,Reggae / Dancehall / Dub
The Reggister's,Stayin' Alive,D min,140,Reggae / Dancehall / Dub
DJ Vadim,Nuff Years feat. Ras Demo,D maj,87,Reggae / Dancehall / Dub
DJ Vadim,"No Hype Man feat. Jman, Killa P",G min,140,Reggae / Dancehall / Dub
David Harrow,Battle System,A♯ min,141,Reggae / Dancehall / Dub
Blak Mexxiah,WAGYE MI,A♯ maj,174,Reggae / Dancehall / Dub
KG Man,Light Up My Way,C♯ min,108,Reggae / Dancehall / Dub
KIDY,Ball Out,C min,150,Reggae / Dancehall / Dub
Brain Damage,Genetic Weapon Feat Tena Stellin - OBF RMX feat. Tena Stelin,G♯ min,140,Reggae / Dancehall / Dub
Mc Jojo,C Koman,D♯ min,94,Reggae / Dancehall / Dub
Richie Loop,Tight Pum Pum,D maj,98,Reggae / Dancehall / Dub
Sun Collective,Gravity,F min,140,Reggae / Dancehall / Dub
George Smeddles,Start The Party,F♯ min,126,Tech House
Qubiko,Mono Tono,A♯ min,122,Tech House
Calvin Harris,I'm Not Alone,D♯ min,123,Tech House
Dennis Cruz,Wicked,D♯ maj,124,Tech House
Cloonee,Be Good To Me,B min,124,Tech House
Purple Disco Machine,Body Funk,A min,124,Tech House
Green Velvet,WOW,A min,125,Tech House
Jansons,Switch,D min,126,Tech House
FISHER (OZ),Losing It,G maj,125,Tech House
DJ S.K.T,Ballers,A min,125,Tech House
Meduza,Piece Of Your Heart,A♯ min,124,Tech House
Claude VonStroke,Getting Hot,A min,126,Tech House
Jack Back,Put Your Phone Down (Low),G♯ min,126,Tech House
Rebuke,Along Came Polly,G min,124,Tech House
David Berrie,Acid Souls,A min,126,Tech House
Audiojack,Inside My Head,C maj,125,Tech House
Holmes John,Jacky (UK) & Holmes John - Mumma,D♯ maj,126,Tech House
Siege,Thinking,C min,125,Tech House
Cevin Fisher,2000 Freaks Come Out,D min,125,Tech House
Yolanda Be Cool,Space Jam,F maj,124,Tech House
Dom Dolla,Take It,C min,123,Tech House
DONT BLINK,BREAK IT DOWN,F maj,125,Tech House
Justin Jay,Boom,F♯ min,124,Tech House
Joeski,Hey Fellas,A min,125,Tech House
Duke Dumont,Red Light Green Light,A min,124,Tech House
Green Velvet,Deceiver,B min,124,Tech House
Prok & Fitch,The Homie,A min,127,Tech House
Dakar,Hold Fast,D♯ min,125,Tech House
Kevin Knapp,Heads Up,A♯ min,127,Tech House
Max Chapman,Gibby feat Fargetta,A min,127,Tech House
David Berrie,Airplane To Madrid,D♯ min,128,Tech House
Dalfie,Can't Think Right Now,A maj,124,Tech House
Max Chapman,Formanto,A♯ min,126,Tech House
Tiger Stripes,Sneaking Hotdogs into People's Pockets,A min,128,Tech House
Alaan H,Ladies,A maj,124,Tech House
Endor,Phonesex,A♯ min,124,Tech House
Niki Darling,Something In Our Life feat. Niki Darling,C♯ min,124,Tech House
VNSSA,Wavy,F maj,124,Tech House
Biscits,Do It Like This,B♭ min,124,Tech House
Friend Within,Been A While,A min,126,Tech House
More Than Friends,Lick It Good,A maj,124,Tech House
Kyle Watson,The Sample,F♯ min,124,Tech House
Cuartero,Rapuh,A min,128,Tech House
Dajae,Get Got,A♯ maj,125,Tech House
Westend,Detonate,F maj,126,Tech House
Ben Sterling,Dance Machine,D min,128,Tech House
Lee Foss,Brazil,B min,124,Tech House
Tim Baresko,All I Need,C min,125,Tech House
Dead Space,Guest List,A♯ min,125,Tech House
MING,Underground Sound,C min,125,Tech House
Dombresky,Soul Sacrifice,E maj,126,Tech House
Martin Ikin,No No,D min,124,Tech House
FISHER (OZ),Stop It,G maj,124,Tech House
Enzo Siragusa,Rollin' Riddm ft. MC Rossko,A min,127,Tech House
Steve Lawler,Narna (I Am Happy),A min,127,Tech House
Andrew Meller,Born Slippy,D min,93,Tech House
Sonny Fodera,Insane,A min,122,Tech House
Cloonee,The Ciggie,A min,124,Tech House
Luigi Rocca,Mato Grosso,A♯ min,125,Tech House
George Smeddles,Sexy Dancer,A min,125,Tech House
PAX,Voodoo Girl,A♯ min,125,Tech House
Rebuke,The Pipe,F♯ min,126,Tech House
Martin Ikin,Serious Talk,F♯ min,125,Tech House
PAX,Voodoo Girl,A♯ min,125,Tech House
Max Chapman,Modular,A min,127,Tech House
Gorgon City,Lick Shot,D min,125,Tech House
Raumakustik,Good Times,C min,125,Tech House
DONT BLINK,GET DOWN,F maj,124,Tech House
Mark Knight,You Can Do It Baby,C min,123,Tech House
illusionize,This Is My Flow,C maj,123,Tech House
Gianni Bini,Eyecode,B min,125,Tech House
Tim Baresko,Kumbaya,A min,125,Tech House
George Privatti,Fellas Wanna Dance,A min,124,Tech House
Frederick & Kusse,Eight Oh Wait,D♯ maj,124,Tech House
Arthur Baker,Now Hands Clap,D min,128,Tech House
Rossi.,Keriythm,G min,128,Tech House
Claptone,Alone,D min,124,Tech House
Eli Brown,Heartbeat,A min,125,Tech House
Wade,Back In The Days,F♯ min,125,Tech House
Erik Christiansen,Womboo,A min,124,Tech House
Noizu,No More,B min,125,Tech House
Piem,Alarm,A♯ min,125,Tech House
Green Velvet,FUZION,D♯ min,126,Tech House
Fatboy Slim,"Right Here, Right Now",A maj,123,Tech House
Lindy Layton,Be Good To Me (feat. Lindy Layton),G maj,125,Tech House
Proudly People,Time Up,D min,128,Tech House
Andrae,Gimme,A♯ min,124,Tech House
DJ Lora,20 Girls,B min,124,Tech House
Piem,Heap Hop,A min,125,Tech House
FISHER (OZ),Ya Kidding,D min,125,Tech House
Sammy W,Acid Terrace,A min,125,Tech House
Kyle Watson,Landmine Feat. Blak Trash,F♯ maj,124,Tech House
David Berrie,Talkin' Bout,A♯ min,127,Tech House
Sidney Charles,Whiplash,D min,124,Tech House
Damian Lazarus,Five Moons,B min,123,Tech House
Josh Butler,Never Leave Feat. Emilie Marie,G min,126,Tech House
Golf Clap,Demo Tapes,A min,124,Tech House
Kevin McKay,Raw Beat,D min,125,Tech House
Eli Brown,Get It Together,A♯ maj,128,Tech House
Lubelski,Dip Into A Dream,C min,124,Tech House
UMEK,Brethren,G♯ min,128,Techno
Alan Fitzpatrick,Kona,G maj,126,Techno
Spektre,Thinking About You ft Juliet Fox,A min,126,Techno
Thomas Schumacher,Golden Hour,G min,129,Techno
SRVD,The Yard Man,G min,128,Techno
A*S*Y*S,The Acid,C maj,130,Techno
Wehbba,Third Wave,F maj,128,Techno
Pan-Pot,Radio Berlin,C min,130,Techno
Eats Everything,Space Raiders,A♯ min,132,Techno
Monika Kruse,Violet,D maj,126,Techno
Veerus,Hypnosis,F maj,128,Techno
Joyhauser,Killer Queen,F♯ maj,128,Techno
Spencer Brown,Star Allies,F♯ min,126,Techno
Flug,Revolution March,F maj,132,Techno
SHDDR,Impulse,G maj,130,Techno
KlangKuenstler,Das Schattenreich,A min,133,Techno
UMEK,19119,G maj,130,Techno
Riva Starr,The Hole,A♯ min,125,Techno
Enrico Sangiuliano,Hidden T,G maj,126,Techno
Adam Beyer,Space Date,B♭ min,127,Techno
Tutti,You Make Me Sick,D min,126,Techno
Calvin Harris,I'm Not Alone,F maj,128,Techno
Ilija Djokovic,Atom,F maj,128,Techno
Teenage Mutants,Urania,C min,125,Techno
Oliver Huntemann,Reeperbahn,D maj,126,Techno
Teenage Mutants,Real,G min,128,Techno
KlangKuenstler,Zorn Amons,A min,132,Techno
Chipi,Fenyr,C maj,130,Techno
Adam Beyer,Your Mind,B min,126,Techno
Nic Fanciulli,Understand,F maj,125,Techno
Oscar L,A Different Day,A min,126,Techno
Reinier Zonneveld,Hard Gaan,G♯ min,145,Techno
Tobias Lueke,Lick Your Brain,A min,128,Techno
Dense & Pika,Delta System,D♯ min,125,Techno
Hidden Empire,Cashmere,A min,128,Techno
KlangKuenstler,Balthazar,D min,132,Techno
David Temessi,The Seventh,A min,130,Techno
SCB,Arp,C♯ min,129,Techno
A*S*Y*S,Acid Test,G maj,133,Techno
Heiko Laux,Contour,A maj,126,Techno
Hidden Empire,Caterpillar,G maj,126,Techno
Oscar L,Cilene,F maj,125,Techno
BolsteR,Esoteric,D min,128,Techno
Filterheadz,Orion,A min,128,Techno
Hidden Empire,Jack Haze,D maj,126,Techno
Spektre,Gates of Dawn,G min,128,Techno
Zimmz,Pragmatic,E min,127,Techno
Matt Sassari,Waitin' For My Baby's Car,A min,126,Techno
